Attendance_%,QuizScore_%,StudyHours_PerDay,PerformanceScore
43,81,3,59.64
91,38,6,73.37
88,75,5,86.78
77,93,8,97.45
42,97,4,70.54
72,93,4,80.7
83,39,7,77.0
86,87,8,103.19
96,82,5,91.65
92,84,2,79.82
80,62,2,65.71
66,68,3,65.54
54,61,2,55.2
85,94,7,97.31
76,58,2,59.6
80,60,6,82.83
65,83,4,76.51
52,63,4,63.98
46,86,1,55.11
53,61,5,68.31
90,43,1,54.86
47,67,1,49.89
47,80,3,61.96
97,42,4,69.68
63,49,1,46.01
53,45,3,52.22
86,41,5,71.74
100,40,6,82.61
90,61,4,78.82
51,91,5,75.42
73,68,6,80.44
51,53,1,43.02
81,65,4,77.13
57,49,6,66.4
65,77,2,64.27
91,52,3,66.95
65,70,3,66.18
77,35,4,61.0
75,61,3,67.96
48,62,8,76.5
88,54,1,61.7
71,65,6,81.36
70,71,6,83.1
43,62,4,55.23
58,64,1,51.97
81,65,5,76.41
94,80,4,85.87
56,35,7,62.06
49,61,1,49.21
83,38,8,83.04
89,36,8,81.32
47,45,7,62.65
66,51,5,67.88
58,93,4,78.28
60,56,1,48.43
51,76,5,73.16
48,50,7,64.96
66,96,5,86.67
85,45,1,55.68
60,52,4,58.32
88,86,3,82.19
55,93,4,76.8
46,73,5,64.97
96,54,1,66.64
49,56,7,70.55
77,96,1,73.59
64,79,2,62.49
43,58,5,60.09
94,54,1,62.0
74,97,6,91.71
62,89,1,66.33
50,64,1,51.71
77,58,1,57.88
69,47,3,60.22
43,63,7,67.94
55,87,2,67.52
66,75,4,70.66
54,42,7,64.85
86,52,8,86.75
58,81,6,80.5
59,82,4,74.99
45,87,4,68.82
78,91,3,81.64
56,77,2,58.61
56,100,8,94.14
96,62,2,70.09
95,79,7,97.47
95,98,3,87.41
74,54,5,72.31
75,50,5,71.47
82,58,7,82.84
93,71,7,92.25
83,92,1,74.56
53,54,4,58.08
68,80,7,89.39
68,74,3,68.2
45,91,3,66.18
58,65,5,70.8
50,87,6,79.25
63,59,6,70.75
99,62,1,70.11
75,92,3,81.36
88,36,8,83.18
64,55,1,51.69
60,88,8,91.19
58,63,1,53.14
44,70,1,48.22
96,94,2,81.01
66,47,2,50.72
95,42,6,80.06
89,88,7,99.24
72,94,8,98.6
43,96,7,86.45
55,70,3,60.33
98,61,6,88.25
82,35,3,60.34
84,36,5,70.74
74,55,8,84.37
57,78,1,59.63
84,36,8,80.17
67,42,6,70.13
71,89,1,69.73
40,86,4,63.51
75,49,7,78.31
68,48,3,55.5
70,62,2,57.84
48,54,6,66.68
57,92,8,90.32
75,52,2,57.64
43,74,7,77.15
57,73,1,56.23
72,68,7,82.82
96,65,6,89.92
94,39,8,85.9
77,96,1,72.02
79,35,4,59.27
63,37,3,54.62
82,45,3,61.16
40,44,1,40.2
61,42,4,59.26
60,56,3,60.28
51,70,1,50.51
71,44,2,55.41
76,94,1,71.63
42,67,2,50.94
46,94,4,69.53
55,79,6,78.01
91,59,2,70.05
96,48,8,86.96
46,45,3,49.1
62,56,6,73.78
74,44,7,76.74
76,95,6,91.05
99,38,5,77.27
82,67,1,64.06
68,69,5,76.19
89,45,3,67.66
78,60,8,88.99
56,75,8,85.43
93,62,7,91.61
69,76,2,68.74
84,50,6,76.95
47,81,1,52.7
87,39,7,80.2
95,100,6,103.34
98,75,7,100.1
85,57,4,73.97
62,73,2,62.42
84,44,8,82.1
95,72,4,80.68
79,98,7,98.82
49,58,5,60.41
50,87,8,84.97
49,37,2,43.05
99,72,8,97.9
96,58,5,78.9
93,77,1,74.81
97,96,8,107.02
94,46,1,60.72
78,66,1,63.63
62,35,6,62.79
89,85,7,94.71
47,57,2,51.08
54,63,5,65.13
65,40,6,68.23
79,68,6,82.88
89,67,3,76.68
87,79,5,83.9
93,47,3,70.36
95,76,5,90.55
80,54,4,68.8
44,83,4,66.53
64,42,3,52.36
41,82,2,56.42
82,88,6,92.05
69,97,4,82.32
88,49,1,59.54
78,93,1,73.89
89,97,7,104.81
60,40,8,74.78
97,73,5,89.77
68,95,1,66.39
47,40,5,52.24
47,59,4,57.3
66,56,4,67.01
98,91,5,96.59
88,75,5,87.99
81,94,2,76.08
86,45,3,64.16
59,71,7,82.39
79,79,2,69.93
90,100,5,93.76
98,86,5,94.02
58,81,5,78.11
48,48,1,42.82
94,41,6,79.81
78,88,5,88.41
42,72,2,56.29
97,67,7,94.59
80,42,1,53.66
77,50,3,65.58
97,39,6,75.8
48,80,1,56.76
46,61,4,56.89
78,43,4,61.72
70,63,7,79.7
93,45,4,73.55
47,48,5,57.48
49,61,4,58.72
82,77,4,81.53
53,100,1,65.63
83,40,3,62.61
93,74,3,81.0
87,62,8,88.61
48,96,6,82.84
92,97,2,83.79
78,96,7,96.85
44,76,6,70.31
44,78,4,67.54
50,86,8,83.74
60,68,7,80.05
99,84,4,91.0
79,81,2,69.98
67,73,1,62.41
99,77,5,89.77
98,65,8,94.65
70,57,6,77.22
74,39,4,60.2
44,45,2,43.26
93,100,4,92.27
49,44,3,52.06
45,58,5,58.84
72,86,4,79.66
83,73,5,80.92
85,70,4,76.34
68,96,4,83.18
40,54,1,41.6
50,42,2,44.13
68,75,8,88.91
43,97,1,61.89
80,54,3,67.33
79,58,2,65.8
60,45,4,57.35
44,60,2,48.11
59,69,6,74.55
52,87,6,80.87
86,42,4,65.51
85,58,8,89.04
61,40,7,66.17
69,56,8,80.51
74,95,3,78.21
98,35,4,68.09
64,100,7,91.58
68,80,6,80.22
64,85,6,84.55
53,91,2,66.29
100,56,4,78.55
74,67,5,75.72
62,54,2,53.25
72,73,4,73.33
72,57,2,60.82
98,71,7,95.87
77,41,3,57.59
68,72,6,81.49
44,56,3,51.18
90,41,3,62.19
46,61,2,52.81
92,60,7,87.98
45,99,5,78.14
52,65,7,73.64
55,44,5,60.96
49,67,6,68.46
62,99,8,98.57
86,76,8,98.12
59,51,6,65.77
65,35,1,43.4
48,40,1,40.48
99,37,4,67.78
85,44,2,57.91
47,43,2,42.0
44,87,8,83.26
85,60,3,71.58
41,55,2,49.22
99,82,2,79.13
80,58,6,81.13
75,43,6,69.71
55,82,1,58.21
46,48,2,45.52
40,78,8,80.19
59,36,1,42.43
79,76,3,74.86
77,72,1,62.43
55,95,2,66.51
59,85,7,86.46
77,69,7,86.62
49,77,6,76.07
79,68,3,73.53
98,57,4,75.42
96,55,3,69.94
88,37,1,53.07
57,51,4,59.48
67,52,5,65.97
54,46,8,70.61
72,94,3,78.53
65,96,7,90.45
55,81,3,68.51
49,54,1,47.54
66,68,4,71.52
90,51,7,85.83
94,74,7,96.43
59,46,8,72.59
47,84,6,76.63
99,52,7,89.06
72,92,2,72.55
67,95,7,91.61
40,62,1,43.79
60,39,6,66.4
85,86,3,81.2
85,55,3,69.85
85,69,8,90.7
87,37,1,55.68
65,92,8,96.16
48,87,3,65.26
90,54,1,62.95
43,74,6,70.09
59,64,2,56.12
97,64,3,77.81
65,73,8,89.34
46,62,2,53.1
52,90,5,76.31
65,94,4,78.03
73,47,7,73.06
41,95,3,68.42
97,90,7,99.96
50,88,3,64.66
59,69,8,85.78
46,51,1,44.03
51,95,6,83.87
63,57,6,72.18
67,70,1,56.37
66,48,7,71.37
95,79,7,100.41
75,78,1,63.3
70,50,8,81.9
55,53,8,74.69
45,36,6,58.3
97,42,7,83.46
55,74,8,81.34
62,98,3,76.13
63,40,3,55.43
67,64,7,83.18
100,57,7,92.39
90,41,6,75.08
54,82,5,75.47
42,41,5,54.65
88,68,5,84.37
46,68,4,61.95
60,65,1,54.99
61,39,4,53.01
59,96,4,79.02
74,45,7,76.1
46,90,6,80.06
67,88,5,82.78
97,90,5,97.42
57,96,7,88.21
75,44,2,55.24
88,93,7,97.69
58,35,2,42.53
41,85,7,78.14
77,69,1,60.98
75,73,1,65.76
74,84,8,93.89
67,41,2,50.38
63,56,5,68.15
56,78,6,77.83
86,91,5,91.91
57,61,1,50.12
45,80,5,71.03
43,45,8,65.65
95,88,6,96.89
100,74,1,76.59
87,76,4,82.99
75,55,5,73.75
78,72,2,70.01
41,51,6,62.43
47,83,2,60.78
96,50,5,75.53
40,69,6,70.18
53,52,1,45.78
75,77,2,67.25
87,72,3,73.12
70,63,5,72.04
42,40,8,66.1
43,92,7,80.12
57,41,6,64.27
72,91,2,76.16
62,99,7,90.44
47,83,3,62.78
72,82,1,65.91
87,52,6,79.57
55,47,5,59.07
58,37,8,72.41
71,41,3,53.83
68,46,5,67.56
64,73,6,81.26
95,52,2,68.78
75,76,4,76.03
50,91,6,78.13
93,80,7,95.0
94,60,1,65.7
90,78,7,97.52
56,59,3,56.71
69,36,7,72.23
82,69,7,87.1
66,73,4,69.76
45,48,2,42.87
78,91,3,78.86
88,77,7,93.63
96,74,8,97.36
45,59,4,54.86
75,48,8,83.26
57,98,4,78.97
51,44,1,40.89
96,49,2,64.67
90,36,1,56.36
54,98,6,85.93
72,82,3,74.9
73,48,8,82.6
63,69,3,63.03
99,57,7,88.71
75,38,7,73.74
60,79,7,81.07
55,96,1,62.63
75,47,4,64.39
42,35,2,37.89
58,65,7,76.49
86,67,4,75.65
74,72,5,77.85
80,79,8,96.3
75,57,2,59.13
70,62,6,78.95
78,48,3,61.85
64,80,1,64.51
68,77,6,82.32
56,54,3,56.59
79,100,3,84.04
97,64,7,94.35
55,36,6,59.63
61,39,7,69.54
44,77,5,67.96
51,74,4,65.74
99,100,8,112.02
52,70,2,58.72
54,98,4,75.63
90,52,7,82.06
75,83,2,69.0
50,76,3,61.76
45,70,6,67.04
44,52,3,49.97
41,38,3,41.54
57,94,7,85.89
73,75,7,86.58
99,73,7,97.22
97,100,1,83.76
57,95,5,83.17
66,70,5,73.91
85,73,2,69.02
47,88,6,80.09
70,78,8,90.25
82,76,4,77.91
55,67,1,51.57
46,89,4,68.61
70,59,4,65.74
88,41,7,82.51
62,72,2,62.03
90,40,5,69.09
70,64,6,76.47
41,44,5,51.83
74,62,3,69.31
57,78,3,66.91
67,95,7,91.0
46,42,8,67.06
54,61,6,67.33
46,73,5,66.61
41,83,8,83.16
74,58,3,65.63
90,37,2,60.07
46,50,1,41.61
78,70,3,72.93
58,99,8,96.61
45,73,4,64.55
77,92,5,90.14
53,56,3,56.93
76,90,5,88.33
63,65,3,66.07
93,59,4,76.7
79,77,5,84.19
58,47,2,47.26
64,91,8,91.66
46,72,5,65.13
60,43,1,47.52
45,71,3,59.83
54,73,3,65.73
92,46,2,63.64
73,39,6,66.48
79,59,5,76.38
89,38,5,72.84
90,63,3,75.64
65,76,5,73.57
49,37,5,56.2
48,96,4,75.4
100,44,4,75.0
95,85,7,98.96
80,77,8,95.86
78,35,1,50.31
94,48,8,88.07
82,59,3,65.79
73,45,3,57.9
86,49,7,79.35
75,54,3,62.57
82,73,3,76.69
100,59,7,92.5
65,45,8,77.59
41,85,2,57.66
59,51,4,57.39
80,41,3,60.49
47,83,5,71.8
47,88,7,81.87
42,87,2,56.89
90,78,2,77.38
83,48,7,81.08
44,73,4,63.89
65,58,1,54.02
43,65,6,68.69
69,69,8,86.07
89,75,7,95.27
58,91,5,81.31
99,46,6,80.74
42,71,4,62.89
87,86,2,77.83
86,55,7,85.69
48,40,2,43.45
62,86,7,84.66
79,54,2,62.11
85,89,5,89.1
80,66,5,75.98
86,63,4,72.93
52,51,7,71.24
99,52,1,67.33
51,47,8,72.48
88,94,1,77.06
50,96,2,69.22
47,73,5,66.19
41,53,4,53.28
97,37,6,77.55
98,94,3,91.76
97,60,6,88.6
71,54,2,60.74
94,89,7,101.69
81,57,2,63.0
90,36,4,63.61
68,41,1,46.05
54,66,3,60.03
73,41,3,56.93
76,94,4,83.05
73,37,1,47.39
98,85,3,83.54
70,99,5,88.56
85,44,7,79.04
76,98,6,93.67
92,40,7,79.74
45,39,2,39.9
47,97,8,88.14
65,53,5,68.35
73,64,2,60.31
86,75,5,82.67
74,38,3,54.37
42,56,8,71.72
52,55,2,48.2
51,48,6,62.15
63,73,2,64.6
42,47,8,68.18
74,91,5,85.05
58,61,3,61.38
45,87,4,68.36
59,79,7,84.0
85,80,1,68.7
66,73,8,85.47
57,94,8,93.67
80,52,7,83.66
48,74,7,78.45
85,100,1,78.33
65,89,7,91.54
82,57,3,66.41
65,72,6,76.85
41,72,4,59.23
68,67,2,60.15
87,97,5,94.15
53,52,4,56.75
64,76,6,81.53
71,48,8,80.75
77,40,6,71.19
70,65,3,65.88
56,40,3,49.34
67,45,4,63.11
91,98,3,89.68
72,63,8,83.28
47,60,6,67.02
50,89,4,72.98
76,58,3,65.47
97,65,6,86.31
65,72,5,76.41
54,38,2,44.52
73,71,5,77.78
51,39,7,66.84
100,69,3,81.52
42,47,5,58.14
71,42,8,75.43
74,89,6,88.76
88,80,6,88.68
80,88,4,83.14
86,46,3,67.34
48,99,6,85.42
46,59,6,68.98
95,51,5,76.87
67,62,2,57.77
43,86,3,64.96
93,64,7,89.28
97,77,3,81.15
82,88,6,94.46
96,73,5,90.24
99,56,8,95.18
61,42,1,43.67
88,48,6,77.77
68,45,7,72.61
66,47,5,63.29
75,48,6,74.61
72,75,8,88.12
71,73,2,63.08
98,79,5,88.76
51,87,1,60.66
74,87,6,85.58
92,44,2,64.31
79,74,4,78.68
97,47,7,85.22
61,70,6,74.11
84,70,2,69.93
74,100,4,86.03
86,67,8,95.18
58,37,7,64.21
87,76,8,99.76
45,37,8,63.43
74,45,7,73.48
86,98,2,83.69
66,67,3,63.94
46,94,1,60.61
99,46,1,60.68
63,35,4,52.47
42,35,5,51.63
80,65,2,64.49
85,55,2,63.85
82,94,7,97.39
72,56,3,65.03
89,65,2,67.12
64,57,5,65.55
99,77,1,75.75
85,85,6,89.42
88,42,6,77.96
45,48,7,62.58
80,87,2,77.4
73,59,3,66.97
89,79,3,79.44
40,73,1,48.84
46,96,6,81.83
60,94,5,84.1
53,100,7,89.21
44,74,1,51.6
42,51,4,54.24
46,80,3,61.13
65,63,2,61.97
86,79,1,67.4
74,59,7,80.18
77,71,4,74.86
98,92,7,105.96
82,51,8,85.89
58,44,2,46.81
70,94,3,79.68
51,36,3,46.43
50,82,2,59.04
52,77,6,76.32
50,38,2,40.74
54,51,7,72.14
84,65,1,61.94
41,64,6,65.15
100,43,5,79.46
53,36,3,48.37
51,88,6,78.46
93,35,2,59.56
60,60,1,54.69
41,52,2,46.17
40,85,2,60.08
67,69,8,85.61
54,86,7,84.87
85,42,4,69.61
74,78,5,77.8
100,78,4,89.71
89,94,8,106.0
65,89,7,92.2
99,97,6,104.04
91,84,6,92.27
80,47,6,76.39
61,92,5,81.09
70,91,5,86.7
78,94,4,84.94
61,99,8,94.26
96,77,1,70.35
69,44,6,66.3
82,48,6,73.73
90,73,1,68.9
91,61,2,67.29
52,83,2,61.3
93,60,2,69.77
80,92,1,70.22
50,94,1,60.78
49,74,4,67.97
45,65,7,70.82
95,86,1,74.32
91,53,5,77.54
60,79,4,73.54
88,62,4,78.76
55,59,8,76.88
60,77,1,59.91
94,52,6,84.31
89,42,7,81.76
85,49,2,60.62
84,77,1,71.27
66,47,5,68.02
95,78,2,74.32
63,53,6,71.97
52,96,5,81.85
40,74,7,73.8
88,42,4,68.51
65,94,2,71.83
52,61,1,49.44
56,50,6,65.18
74,54,1,57.8
91,74,1,67.96
100,70,8,102.59
48,76,8,80.84
44,73,7,74.13
62,40,3,50.82
69,79,2,68.93
91,60,1,66.34
65,35,8,70.28
92,62,7,89.86
98,76,2,75.26
95,91,7,103.63
79,89,6,91.15
95,54,7,88.11
40,80,3,57.4
52,97,1,65.02
79,60,8,89.62
69,51,2,54.59
56,88,3,71.94
55,71,3,62.6
71,95,8,98.97
43,79,2,59.46
87,38,3,62.49
41,65,4,61.31
99,44,2,64.74
95,96,5,96.63
41,89,2,61.01
77,83,7,91.53
88,67,4,79.33
55,77,8,84.08
49,75,2,58.25
52,74,2,56.85
74,57,5,75.25
84,37,1,55.09
96,53,7,85.22
70,78,4,72.44
96,84,4,89.37
84,42,2,60.28
48,52,2,49.08
65,82,6,82.47
90,69,8,96.81
82,97,2,77.91
60,49,3,53.58
97,76,1,70.6
61,37,3,53.99
100,67,7,96.53
47,38,2,42.32
42,60,3,53.73
72,79,8,94.27
64,58,5,68.77
72,85,1,69.32
50,87,8,87.86
85,88,4,86.13
54,74,3,63.93
77,74,3,71.84
48,50,4,55.26
83,82,7,94.3
57,89,2,66.74
52,58,1,45.5
62,94,2,72.11
97,95,8,109.9
82,72,3,75.09
83,83,4,83.96
91,59,6,82.13
77,69,2,67.02
60,89,6,81.94
59,42,1,47.02
97,56,7,90.04
55,58,4,63.23
61,90,1,66.13
61,40,3,54.48
74,58,8,85.79
79,41,2,58.67
73,54,5,70.63
80,42,7,76.93
77,79,8,91.9
50,59,1,46.95
54,64,6,70.42
54,52,1,46.16
59,93,8,95.15
46,79,8,79.73
43,64,4,61.12
91,84,6,94.74
78,38,4,59.7
81,44,6,72.95
90,47,2,61.95
80,64,1,58.9
83,77,5,85.27
94,72,8,99.19
43,70,3,59.09
58,46,8,75.86
83,40,8,80.46
42,95,7,79.98
54,96,7,89.68
48,67,2,52.79
82,59,1,60.33
74,63,7,82.59
67,81,4,73.16
81,73,1,66.83
58,54,1,47.33
81,37,4,61.4
58,35,3,47.64
56,100,5,82.25
85,45,1,53.83
57,74,5,73.76
80,100,2,81.46
76,41,4,60.8
67,75,2,62.47
64,94,3,72.76
75,62,6,79.62
55,50,2,48.55
65,62,1,56.44
81,85,6,90.13
68,99,2,77.74
82,93,2,75.4
82,93,2,79.0
59,69,4,65.81
94,43,8,88.93
44,75,1,49.28
59,85,2,67.21
83,81,1,68.44
62,64,5,72.51
82,80,6,88.64
63,89,1,67.11
100,82,5,91.51
77,67,8,88.69
67,84,5,81.19
78,90,8,99.28
85,86,2,76.9
92,90,3,87.47
87,87,1,76.42
95,68,1,68.54
98,98,7,107.39
75,98,7,96.22
71,80,7,90.14
80,78,5,85.61
44,87,7,78.7
44,76,3,60.26
91,97,7,104.92
53,58,3,56.48
94,84,6,97.63
62,93,1,68.57
86,81,3,77.08
99,50,4,76.6
50,80,8,85.26
47,43,8,67.89
57,49,2,51.46
56,47,4,57.67
45,44,1,36.83
65,78,3,71.24
100,74,2,76.65
78,66,8,90.51
59,83,5,78.61
50,37,5,56.62
84,65,3,69.64
82,83,1,70.13
80,57,1,60.12
52,75,7,80.54
61,65,4,67.53
96,65,7,90.0
53,36,1,38.72
77,94,3,79.64
64,64,3,63.1
97,79,2,78.94
61,86,2,66.29
77,94,7,95.8
44,44,1,40.14
83,92,4,83.13
78,92,5,90.58
40,98,3,69.69
76,76,4,76.59
83,74,7,90.14
80,48,7,79.28
42,89,5,74.48
77,81,2,68.46
53,88,7,81.68
56,67,1,52.84
95,35,5,70.25
46,50,3,50.06
72,99,7,95.48
100,54,3,75.2
90,96,3,85.52
84,46,1,57.92
82,91,6,91.43
65,76,1,60.14
46,37,8,65.69
63,43,8,74.24
83,56,3,67.68
61,38,4,57.35
64,90,5,78.88
83,61,3,69.88
91,68,3,75.6
73,84,3,75.9
70,64,1,59.39
64,40,8,76.42
59,95,1,68.49
92,91,2,82.55
83,79,2,73.09
76,84,6,85.9
91,83,3,80.72
90,82,4,83.83
98,91,4,92.93
58,80,5,75.45
56,35,8,70.95
61,73,7,82.88
80,51,8,85.92
79,82,4,78.8
65,43,5,62.56
62,36,7,69.93
86,41,4,65.88
84,44,4,64.87
73,42,3,58.45
48,69,1,49.37
98,62,4,81.53
60,99,2,73.88
78,36,3,58.13
100,97,2,86.38
73,79,6,87.3
52,94,8,90.35
45,47,4,54.75
88,84,8,100.5
81,65,3,72.89
56,76,8,83.79
60,60,2,54.75
81,86,4,83.17
95,88,1,79.11
88,46,1,56.07
99,71,2,74.31
91,45,1,57.37
73,69,8,90.61
79,90,5,85.03
92,67,3,74.26
97,65,7,93.68
70,99,3,82.14
50,85,7,80.0
100,70,1,72.2
59,39,2,45.72
54,51,4,59.25
44,86,4,69.15
61,37,8,72.2
46,89,4,70.46
67,75,4,71.46
62,78,5,73.96
56,57,2,55.24
63,60,5,71.06
52,84,4,73.09
56,49,5,63.89
45,35,7,60.54
67,85,3,73.09
56,89,2,65.6
77,38,5,67.67
53,70,4,67.73
67,83,7,85.42
45,62,5,60.69
42,72,4,62.05
76,88,6,88.28
69,44,5,67.4
48,86,4,67.33
59,58,4,64.47
44,63,2,50.26
66,92,1,65.38
56,93,3,73.82
84,59,2,63.21
50,57,1,47.14
70,50,4,62.44
43,88,5,70.76
63,76,1,60.48
75,98,6,90.44
81,70,6,81.65
64,97,1,67.3
42,67,7,70.32
85,51,4,69.55
51,78,7,79.04
40,51,8,68.53
64,51,2,55.17
91,68,4,79.67
60,59,8,80.07
62,43,4,59.07
56,97,5,81.87
63,99,5,82.91
94,51,4,73.39
59,91,7,85.99
81,71,2,71.58
62,51,4,58.38
98,70,2,75.72
53,57,5,64.42
84,53,3,67.07
57,55,7,70.01
95,95,2,85.13
65,66,6,76.86
49,53,8,73.78
71,46,4,64.17
50,88,3,65.2
61,54,3,60.89
83,92,2,80.59
77,46,2,54.58
97,55,7,91.53
46,75,5,68.83
81,50,3,62.1
70,44,1,49.23
45,46,3,45.95
91,82,8,102.99
100,56,3,73.89
63,59,2,55.57
97,55,5,82.09
61,42,8,74.03
100,80,1,76.48
50,82,8,84.79
72,76,4,75.86
58,59,4,63.13
66,92,4,76.77
92,60,7,89.72
43,87,7,79.76
56,83,3,68.53
94,93,6,98.54
45,85,2,57.38
62,87,6,83.58
88,82,7,98.37
59,74,8,83.5
57,87,7,88.54
61,77,8,87.99
70,59,1,52.77
91,86,6,93.13
100,87,1,81.51
76,83,2,73.44
42,55,6,62.07
68,93,4,80.38
88,49,1,59.78
78,48,7,77.62
47,75,2,54.2
68,50,3,58.79
46,89,2,64.92
64,46,2,51.8
57,83,1,57.87
89,99,7,103.81
85,57,6,82.29
45,95,8,85.17
52,90,7,83.93
76,82,2,68.59
81,50,3,66.6
85,59,4,74.42
75,44,3,62.36
70,42,3,57.53
59,56,7,73.02
61,35,7,68.49
67,44,8,78.84
70,40,1,46.12
88,91,7,100.8
100,50,4,74.07
88,47,7,82.53
77,87,2,75.08
83,84,7,92.43
80,75,5,82.15
99,95,8,112.07
94,79,6,91.5
48,70,5,66.48
41,93,8,85.15
67,37,5,60.3
89,65,3,73.1
75,79,4,76.02
40,70,7,69.66
53,76,3,61.58
98,67,8,98.58
49,83,8,84.02
81,42,6,71.39
67,83,8,90.97
87,54,4,71.56
95,75,2,78.15
65,79,5,75.25
75,93,5,86.67
97,92,6,99.66
84,64,5,77.77
69,46,2,52.69
82,96,7,99.89
61,95,2,71.66
47,63,4,61.57
85,37,7,77.1
65,95,2,73.97
68,56,5,67.41
64,68,7,83.64
74,91,4,79.42
93,46,6,77.01
66,58,2,58.02
69,80,4,76.83
62,57,5,69.22
63,38,7,68.71
78,46,4,63.52
93,47,4,69.44
57,100,5,80.5
47,44,7,61.92
100,47,7,87.58
54,57,1,50.97
50,35,1,35.27
63,75,3,67.89
99,49,2,67.88
57,52,6,69.05
60,63,1,56.15
77,54,6,75.37
96,72,8,98.84
95,71,7,94.89
67,85,7,89.7
77,67,5,77.25
45,76,5,70.73
69,70,4,70.84
48,66,4,62.23
64,78,4,72.08
82,82,6,86.81
75,97,3,82.76
69,39,5,60.61
56,92,2,67.55
64,68,1,58.71
73,49,3,63.22
76,94,5,85.18
42,86,5,72.47
51,74,3,61.1
94,99,3,86.54
77,62,1,60.18
52,85,3,69.05
71,41,7,73.89
78,48,7,79.03
93,84,7,98.2
70,71,7,85.11
73,57,7,80.08
45,55,4,53.76
51,75,3,61.33
67,54,1,51.1
87,68,3,74.56
42,76,3,58.58
53,53,5,60.01
65,96,3,78.89
42,89,8,83.55
53,70,6,72.72
69,40,1,49.85
75,37,7,74.32
87,93,2,78.87
95,48,7,85.46
85,53,3,67.38
62,49,3,58.14
83,46,2,57.94
73,50,7,75.31
63,90,7,87.23
61,61,2,56.06
46,99,4,72.25
62,51,7,75.33
75,85,7,94.89
85,84,6,93.34
49,86,5,75.97
93,40,2,59.51
71,68,2,64.24
43,86,8,86.0
69,83,1,65.53
52,68,6,71.67
97,87,5,93.12
54,56,1,48.06
78,73,6,86.84
84,88,4,86.21
44,85,2,60.17
88,38,8,82.58
91,50,2,65.54
58,83,1,61.04
82,65,3,70.91
67,45,5,64.78
43,55,8,71.98
53,98,4,76.54
87,57,3,69.08
53,47,8,73.27
87,78,6,90.76
71,73,4,71.12
65,75,8,90.23
88,57,4,75.08
77,54,7,83.3
53,35,1,37.07
99,50,4,74.18
79,53,1,58.4
80,45,6,74.49
76,43,8,79.61
87,43,7,77.75
74,84,5,80.33
80,39,7,77.6
90,59,3,73.13
94,96,2,81.82
94,39,1,56.89
84,38,4,66.69
62,100,4,82.23
71,50,3,62.68
82,82,1,71.16
92,43,4,72.47
94,57,1,65.31
65,62,4,68.59
96,37,4,70.72
97,77,1,76.19
40,44,5,54.14
94,90,6,100.49
48,61,6,69.78
66,55,5,68.95
97,76,3,80.34
53,44,4,53.46
69,78,5,79.55
67,97,4,81.87
76,66,8,89.29
85,35,4,66.22
46,76,7,78.13
49,38,3,45.4
46,37,5,53.97
100,39,7,85.3
49,74,7,77.1
76,80,4,76.41
43,53,2,46.11
56,38,4,55.97
52,72,4,66.77
90,83,8,100.71
55,88,3,71.05
65,41,4,59.6
73,63,8,87.17
82,81,1,67.65
79,76,2,72.64
72,63,1,57.39
98,99,4,95.68
81,36,5,68.11
41,85,3,63.54
49,35,6,59.26
79,46,6,76.3
62,78,1,61.01
98,53,3,71.34
40,60,8,69.21
53,50,3,55.43
56,55,6,69.28
71,86,7,89.77
68,70,3,64.7
47,92,3,67.45
49,50,6,63.79
73,57,2,58.86
90,86,1,71.98
53,89,8,89.04
85,59,7,84.75
97,36,2,58.49
75,39,5,62.9
40,81,7,79.32
92,43,2,60.92
44,94,2,60.59
88,73,8,95.68
63,67,4,68.22
58,37,1,43.58
55,36,1,42.91
53,100,4,78.02
88,88,3,79.8
60,36,2,46.11
73,94,8,98.24
87,42,8,83.88
59,95,8,91.95
54,42,3,52.33
94,79,8,98.26
74,92,8,101.07
49,76,5,67.9
71,47,8,81.96
95,44,1,58.66
97,79,4,84.95
52,99,2,68.17
95,55,3,73.37
46,60,5,63.46
93,39,4,69.68
65,78,5,78.74
90,64,3,75.66
45,98,2,66.71
93,70,4,82.81
90,46,4,69.99
96,35,1,55.03
91,80,5,87.04
100,86,1,78.92
98,56,2,67.07
87,53,5,76.46
73,59,3,62.93
58,69,4,68.21
41,85,1,54.44
59,93,1,66.61
48,67,2,56.59
75,79,2,72.08
70,75,8,90.65
74,53,8,81.21
92,46,8,85.01
66,68,3,65.57
93,54,3,70.02
81,96,2,77.01
84,71,6,85.18
100,46,8,88.23
52,49,7,71.06
69,67,8,85.14
50,38,4,52.26
77,52,1,55.1
41,79,4,64.21
70,35,7,69.48
53,70,3,59.51
93,59,4,77.08
77,93,8,98.72
40,90,3,64.59
97,67,3,78.52
47,46,1,38.72
98,50,2,68.23
41,74,1,47.07
45,72,6,73.37
49,48,1,45.18
42,63,6,66.74
73,88,4,79.46
60,77,2,65.62
86,53,6,76.99
81,59,5,76.97
54,100,6,88.18
67,41,7,68.5
71,44,6,67.39
64,53,3,57.18
78,61,5,75.87
44,47,1,37.78
65,89,7,91.2
42,68,5,62.85
68,98,1,69.09
40,40,2,41.4
55,40,5,59.94
97,83,7,99.42
52,55,1,47.56
77,69,4,73.76
43,41,7,63.23
70,65,1,55.7
73,57,4,70.61
61,43,4,56.94
52,51,4,59.67
75,59,7,81.73
71,55,1,57.03
79,90,4,84.99
48,35,3,43.08
90,92,8,107.29
43,77,2,55.38
